episode,total_reward,avg_reward_per_decision,epsilon
161,-302200.0,-3473.5632,0.6165
162,-284526.0,-3308.4419,0.6146
163,-338180.0,-4280.7595,0.6128
164,-342537.0,-4077.8214,0.611
165,-305036.0,-3861.2152,0.6091
166,-292150.0,-3606.7901,0.6073
167,-297597.0,-3585.506,0.6055
168,-303158.0,-3609.0238,0.6037
169,-341331.0,-4376.0385,0.6018
170,-313371.0,-3481.9,0.6
171,-279712.0,-3411.122,0.5982
172,-275066.0,-3125.75,0.5964
173,-315419.0,-3800.2289,0.5947
174,-305162.0,-3548.3953,0.5929
175,-326916.0,-3757.6552,0.5911
176,-303851.0,-3798.1375,0.5893
177,-340028.0,-4096.7229,0.5875
178,-285876.0,-3444.2892,0.5858
179,-304928.0,-3764.5432,0.584
180,-299592.0,-3366.2022,0.5823
181,-288351.0,-3276.7159,0.5805
182,-314584.0,-3883.7531,0.5788
183,-307579.0,-3750.9634,0.5771
184,-294559.0,-3425.1047,0.5753
185,-335678.0,-4303.5641,0.5736
186,-321850.0,-3616.2921,0.5719
187,-293916.0,-3194.7391,0.5702
188,-287386.0,-3303.2874,0.5684
189,-321806.0,-3972.9136,0.5667
190,-274442.0,-3118.6591,0.565
191,-317444.0,-3871.2683,0.5633
192,-301582.0,-3548.0235,0.5617
193,-300839.0,-3760.4875,0.56
194,-299485.0,-3365.0,0.5583
195,-275608.0,-3281.0476,0.5566
196,-336010.0,-3907.093,0.5549
197,-281699.0,-3095.5934,0.5533
198,-328988.0,-3916.5238,0.5516
199,-278369.0,-3199.6437,0.55
200,-288167.0,-3312.2644,0.5483
201,-290173.0,-3335.3218,0.5467
202,-275887.0,-2998.7717,0.545
203,-322199.0,-3881.9157,0.5434
204,-314861.0,-3839.7683,0.5418
205,-291425.0,-3553.9634,0.5401
206,-297444.0,-3499.3412,0.5385
207,-299535.0,-3565.8929,0.5369
208,-279463.0,-3105.1444,0.5353
209,-268447.0,-3158.2,0.5337
210,-338883.0,-4289.6582,0.5321
211,-295538.0,-3320.6517,0.5305
212,-302306.0,-3435.2955,0.5289
213,-309615.0,-3518.3523,0.5273
214,-308293.0,-3759.6707,0.5257
215,-271975.0,-3021.9444,0.5242
216,-306336.0,-3646.8571,0.5226
217,-277164.0,-3185.7931,0.521
218,-278706.0,-2996.8387,0.5195
219,-258308.0,-2777.5054,0.5179
220,-258164.0,-2717.5158,0.5163
221,-302289.0,-3474.5862,0.5148
222,-285146.0,-3315.6512,0.5132
223,-293195.0,-3221.9231,0.5117
224,-277105.0,-3012.0109,0.5102
225,-316031.0,-3511.4556,0.5086
226,-284242.0,-3466.3659,0.5071
227,-304805.0,-3142.3196,0.5056
228,-277580.0,-3118.8764,0.5041
229,-270355.0,-3072.2159,0.5026
230,-279329.0,-3069.5495,0.5011
231,-243607.0,-2647.9022,0.4996
232,-257424.0,-2828.8352,0.4981
233,-273548.0,-3006.022,0.4966
